,S.No,BrandName,Product ID,Product Name,Brand Desc,Product Size,Currency,MRP,SellPrice,Discount,Category,delta
557,558,allen solly,ALLEN SOLLY92,ALLEN SOLLY92 - Westernwear-Women,womens collared solid shirt - black,"Size:X-Small,XX-Large",Rs.,1599.0,1279,20% off,Westernwear-Women,320.0
558,559,allen solly,ALLEN SOLLY93,ALLEN SOLLY93 - Westernwear-Women,solid viscose round neck womens t-shirt - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1799.0,1079,40% off,Westernwear-Women,720.0
559,560,allen solly,ALLEN SOLLY94,ALLEN SOLLY94 - Westernwear-Women,solid polyester regular fit womens trousers - black,"Size:26,28,30,32,34,36",Rs.,1999.0,1599,20% off,Westernwear-Women,400.0
560,561,allen solly,ALLEN SOLLY95,ALLEN SOLLY95 - Westernwear-Women,printed polyester v neck womens top - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1999.0,1599,20% off,Westernwear-Women,400.0
561,562,allen solly,ALLEN SOLLY96,ALLEN SOLLY96 - Westernwear-Women,solid polyester round neck womens top - pink,"Size:Large,Medium,Small",Rs.,1499.0,899,40% off,Westernwear-Women,600.0
562,563,allen solly,ALLEN SOLLY97,ALLEN SOLLY97 - Westernwear-Women,solid cotton regular fit womens face mask - pack of 3 - pink,Nan,Rs.,0.9,599,10% off,Westernwear-Women,-598.1
563,564,allen solly,ALLEN SOLLY98,ALLEN SOLLY98 - Westernwear-Women,solid cotton v neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1099.0,659,40% off,Westernwear-Women,440.0
564,565,allen solly,ALLEN SOLLY99,ALLEN SOLLY99 - Westernwear-Women,printed regular fit rayon womens formal wear trousers - black,"Size:28,30,32",Rs.,1799.0,1079,40% off,Westernwear-Women,720.0
565,566,allen solly,ALLEN SOLLY100,ALLEN SOLLY100 - Westernwear-Women,printed polyester v neck womens shirt - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1699.0,1019,40% off,Westernwear-Women,680.0
566,567,allen solly,ALLEN SOLLY101,ALLEN SOLLY101 - Westernwear-Women,printed polyester round neck womens top - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1699.0,1499,12% off,Westernwear-Women,200.0
567,568,allen solly,ALLEN SOLLY102,ALLEN SOLLY102 - Westernwear-Women,printed rayon round neck womens top - aqua,Size:Small,Rs.,1699.0,1019,40% off,Westernwear-Women,680.0
568,569,allen solly,ALLEN SOLLY103,ALLEN SOLLY103 - Westernwear-Women,printed polyester stylized womens top - maroon,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1699.0,1019,40% off,Westernwear-Women,680.0
569,570,allen solly,ALLEN SOLLY104,ALLEN SOLLY104 - Westernwear-Women,printed polyester round neck womens top - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1699.0,1499,12% off,Westernwear-Women,200.0
570,571,allen solly,ALLEN SOLLY105,ALLEN SOLLY105 - Westernwear-Women,solid cotton regular fit womens casual pants - off white,"Size:26,28,30,32,34,36",Rs.,1599.0,999,38% off,Westernwear-Women,600.0
571,572,allen solly,ALLEN SOLLY106,ALLEN SOLLY106 - Westernwear-Women,printed polyester cotton round neck womens regular top - grey,"Size:Large,Medium,Small",Rs.,1599.0,959,40% off,Westernwear-Women,640.0
572,573,allen solly,ALLEN SOLLY107,ALLEN SOLLY107 - Westernwear-Women,solid polyester round neck womens regular top - red,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1599.0,1279,20% off,Westernwear-Women,320.0
573,574,allen solly,ALLEN SOLLY108,ALLEN SOLLY108 - Westernwear-Women,textured polyester womens formal wear blazer - black,"Size:Large,Medium,Small,X-Small,XX-Large",Rs.,3499.0,2799,20% off,Westernwear-Women,700.0
574,575,allen solly,ALLEN SOLLY109,ALLEN SOLLY109 - Westernwear-Women,printed rayon v neck womens shirt - teal,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1999.0,1499,25% off,Westernwear-Women,500.0
575,576,allen solly,ALLEN SOLLY110,ALLEN SOLLY110 - Westernwear-Women,textured cotton regular neck womens dress - magenta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,2299.0,1379,40% off,Westernwear-Women,920.0
576,577,allen solly,ALLEN SOLLY111,ALLEN SOLLY111 - Westernwear-Women,solid regular fit polyester cotton womens formal wear pants - navy,Size:36,Rs.,1999.0,1199,40% off,Westernwear-Women,800.0
577,578,allen solly,ALLEN SOLLY112,ALLEN SOLLY112 - Westernwear-Women,solid viscose v-neck womens knit top - grey,"Size:Medium,X-Large,XX-Large",Rs.,1799.0,1079,40% off,Westernwear-Women,720.0
578,579,allen solly,ALLEN SOLLY113,ALLEN SOLLY113 - Westernwear-Women,solid regular fit rayon womens formal wear trousers - charcoal,"Size:26,28,30,34",Rs.,1599.0,959,40% off,Westernwear-Women,640.0
579,580,allen solly,ALLEN SOLLY114,ALLEN SOLLY114 - Westernwear-Women,stripes polyester regular fit womens trousers - grey,"Size:26,28,30,32,34,36",Rs.,2299.0,1839,20% off,Westernwear-Women,460.0
580,581,allen solly,ALLEN SOLLY115,ALLEN SOLLY115 - Westernwear-Women,printed regular fit rayon womens pants - mid blue,"Size:26,28,30,32,34",Rs.,1799.0,1079,40% off,Westernwear-Women,720.0
581,582,allen solly,ALLEN SOLLY116,ALLEN SOLLY116 - Westernwear-Women,printed cotton round neck womens t-shirt - multi,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,999.0,599,40% off,Westernwear-Women,400.0
582,583,allen solly,ALLEN SOLLY117,ALLEN SOLLY117 - Westernwear-Women,solid regular fit rayon womens formal wear trousers - navy,Size:30,Rs.,1599.0,959,40% off,Westernwear-Women,640.0
583,584,allen solly,ALLEN SOLLY118,ALLEN SOLLY118 - Westernwear-Women,stripes polyester regular fit womens blazer - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,3799.0,2799,26% off,Westernwear-Women,1000.0
584,585,allen solly,ALLEN SOLLY119,ALLEN SOLLY119 - Westernwear-Women,solid round neck polyester womens regular dress - maroon,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,2299.0,1379,40% off,Westernwear-Women,920.0
585,586,allen solly,ALLEN SOLLY120,ALLEN SOLLY120 - Westernwear-Women,textured regular fit polyester womens formal wear trousers - light blue,"Size:28,30,32,34,36",Rs.,1999.0,1199,40% off,Westernwear-Women,800.0
586,587,allen solly,ALLEN SOLLY121,ALLEN SOLLY121 - Westernwear-Women,printed polyester v-neck womens top - navy,"Size:X-Large,XX-Large",Rs.,1499.0,899,40% off,Westernwear-Women,600.0
587,588,allen solly,ALLEN SOLLY122,ALLEN SOLLY122 - Westernwear-Women,womens solid jeggings - maroon,"Size:28,30,32,34",Rs.,999.0,599,40% off,Westernwear-Women,400.0
588,589,allen solly,ALLEN SOLLY123,ALLEN SOLLY123 - Westernwear-Women,solid viscose round neck womens t-shirt - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1599.0,999,38% off,Westernwear-Women,600.0
589,590,allen solly,ALLEN SOLLY124,ALLEN SOLLY124 - Westernwear-Women,solid cotton womens casual t-shirt - mid blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1299.0,779,40% off,Westernwear-Women,520.0
590,591,allen solly,ALLEN SOLLY125,ALLEN SOLLY125 - Westernwear-Women,solid cotton regular fit womens shorts - mid blue,"Size:26,28,30,32,34,36",Rs.,1199.0,799,33% off,Westernwear-Women,400.0
591,592,allen solly,ALLEN SOLLY126,ALLEN SOLLY126 - Westernwear-Women,printed rayon regular neck womens top - off white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1699.0,1499,12% off,Westernwear-Women,200.0
592,593,allen solly,ALLEN SOLLY127,ALLEN SOLLY127 - Westernwear-Women,printed rayon regular neck womens top - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1699.0,1499,12% off,Westernwear-Women,200.0
593,594,allen solly,ALLEN SOLLY128,ALLEN SOLLY128 - Westernwear-Women,solid cotton v neck womens top - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1699.0,1019,40% off,Westernwear-Women,680.0
594,595,allen solly,ALLEN SOLLY129,ALLEN SOLLY129 - Westernwear-Women,textured polyester womens formal wear blazer - black,"Size:Large,Medium",Rs.,8.9,3499,10% off,Westernwear-Women,-3490.1
595,596,allen solly,ALLEN SOLLY130,ALLEN SOLLY130 - Westernwear-Women,solid viscose round neck womens knit top - olive,"Size:Large,X-Small",Rs.,1599.0,959,40% off,Westernwear-Women,640.0
596,597,allen solly,ALLEN SOLLY131,ALLEN SOLLY131 - Westernwear-Women,womens slub formal trousers - grey,"Size:28,34,36",Rs.,1799.0,1439,20% off,Westernwear-Women,360.0
597,598,allen solly,ALLEN SOLLY132,ALLEN SOLLY132 - Westernwear-Women,printed polyester stylized womens top - navy,"Size:Large,Medium,Small,X-Large",Rs.,8.9,1699,10% off,Westernwear-Women,-1690.1
598,599,allen solly,ALLEN SOLLY133,ALLEN SOLLY133 - Westernwear-Women,womens solid pencil skirt - dark blue,Size:32,Rs.,1699.0,1019,40% off,Westernwear-Women,680.0
599,600,allen solly,ALLEN SOLLY134,ALLEN SOLLY134 - Westernwear-Women,printed polyester stylized womens formal shirt - grey,"Size:Medium,XX-Large",Rs.,8.9,1699,10% off,Westernwear-Women,-1690.1
600,601,allen solly,ALLEN SOLLY135,ALLEN SOLLY135 - Westernwear-Women,womens 3 pocket solid trousers - black,"Size:26,34,36",Rs.,1799.0,1439,20% off,Westernwear-Women,360.0
601,602,allen solly,ALLEN SOLLY136,ALLEN SOLLY136 - Westernwear-Women,solid cotton regular neck womens dress - off white,"Size:X-Large,X-Small,XX-Large",Rs.,2499.0,1499,40% off,Westernwear-Women,1000.0
602,603,allen solly,ALLEN SOLLY137,ALLEN SOLLY137 - Westernwear-Women,regular fit regular rayon womens leggings - navy,"Size:26,28,30,32",Rs.,1799.0,1079,40% off,Westernwear-Women,720.0
603,604,allen solly,ALLEN SOLLY138,ALLEN SOLLY138 - Westernwear-Women,solid polyester round neck womens top - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1999.0,1599,20% off,Westernwear-Women,400.0
604,605,allen solly,ALLEN SOLLY139,ALLEN SOLLY139 - Westernwear-Women,textured polyester regular fit womens blazer - light blue,"Size:Large,Medium,Small,X-Large",Rs.,3499.0,2799,20% off,Westernwear-Women,700.0
605,606,allen solly,ALLEN SOLLY140,ALLEN SOLLY140 - Westernwear-Women,printed polyester round neck womens shirt - black,"Size:Large,X-Large",Rs.,1699.0,1499,12% off,Westernwear-Women,200.0
606,607,allen solly,ALLEN SOLLY141,ALLEN SOLLY141 - Westernwear-Women,checks polyester regular fit womens blazer - dark green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,3799.0,3039,20% off,Westernwear-Women,760.0
607,608,allen solly,ALLEN SOLLY142,ALLEN SOLLY142 - Westernwear-Women,solid cotton round neck womens top - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1699.0,1499,12% off,Westernwear-Women,200.0
608,609,allen solly,ALLEN SOLLY143,ALLEN SOLLY143 - Westernwear-Women,womens reusable mask - pack of 4 - multi,Nan,Rs.,0.9,449,10% off,Westernwear-Women,-448.1
609,610,allen solly,ALLEN SOLLY144,ALLEN SOLLY144 - Westernwear-Women,printed cotton regular fit womens face mask - pack of 2 - multi,Nan,Rs.,0.9,399,10% off,Westernwear-Women,-398.1
610,611,allen solly,ALLEN SOLLY145,ALLEN SOLLY145 - Westernwear-Women,womens knee length skirt - dark blue,"Size:30,32,34",Rs.,1699.0,1359,20% off,Westernwear-Women,340.0
611,612,allen solly,ALLEN SOLLY146,ALLEN SOLLY146 - Westernwear-Women,solid regular fit polyester cotton womens formal wear pants - maroon,"Size:28,30,32,34,36",Rs.,8.9,1799,10% off,Westernwear-Women,-1790.1
612,613,allen solly,ALLEN SOLLY147,ALLEN SOLLY147 - Westernwear-Women,solid lyocell v neck womens dress - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,2499.0,1499,40% off,Westernwear-Women,1000.0
613,614,allen solly,ALLEN SOLLY148,ALLEN SOLLY148 - Westernwear-Women,solid polyester cotton round neck womens regular top - white,Size:XX-Large,Rs.,8.9,1599,10% off,Westernwear-Women,-1590.1
614,615,allen solly,ALLEN SOLLY149,ALLEN SOLLY149 - Westernwear-Women,solid polyester regular neck womens top - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1699.0,1499,12% off,Westernwear-Women,200.0
615,616,allen solly,ALLEN SOLLY150,ALLEN SOLLY150 - Westernwear-Women,solid v-neck rayon womens sheath dress - navy,"Size:Large,Small,X-Small",Rs.,1999.0,1199,40% off,Westernwear-Women,800.0
616,617,allen solly,ALLEN SOLLY151,ALLEN SOLLY151 - Westernwear-Women,solid polyester cotton round neck womens regular dress - pink,"Size:Medium,Small",Rs.,2699.0,1619,40% off,Westernwear-Women,1080.0
617,618,allen solly,ALLEN SOLLY152,ALLEN SOLLY152 - Westernwear-Women,solid cotton v neck womens top - purple,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1499.0,1199,20% off,Westernwear-Women,300.0
618,619,allen solly,ALLEN SOLLY153,ALLEN SOLLY153 - Westernwear-Women,solid cotton linen blend round neck womens top - pink,"Size:Large,Medium,Small,X-Large",Rs.,1699.0,1019,40% off,Westernwear-Women,680.0
619,620,allen solly,ALLEN SOLLY154,ALLEN SOLLY154 - Westernwear-Women,womens reusable protective face mask - pack of 4 - multi,Nan,Rs.,0.9,449,10% off,Westernwear-Women,-448.1
620,621,allen solly,ALLEN SOLLY155,ALLEN SOLLY155 - Westernwear-Women,solid viscose regular neck womens top - off white,Size:Large,Rs.,1699.0,1019,40% off,Westernwear-Women,680.0
621,622,allen solly,ALLEN SOLLY156,ALLEN SOLLY156 - Westernwear-Women,solid rayon womens formal wear blazer - black,"Size:Large,X-Small",Rs.,3999.0,2399,40% off,Westernwear-Women,1600.0
622,623,allen solly,ALLEN SOLLY157,ALLEN SOLLY157 - Westernwear-Women,prints polyester round neck womens regular top - maroon,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1499.0,899,40% off,Westernwear-Women,600.0
623,624,allen solly,ALLEN SOLLY158,ALLEN SOLLY158 - Westernwear-Women,regular fit regular length cotton blend womens jeans - navy,Size:26,Rs.,2299.0,1379,40% off,Westernwear-Women,920.0
624,625,allen solly,ALLEN SOLLY159,ALLEN SOLLY159 - Westernwear-Women,textured rayon regular fit womens casual pants - charcoal,"Size:28,30,32",Rs.,1999.0,1199,40% off,Westernwear-Women,800.0
625,626,allen solly,ALLEN SOLLY160,ALLEN SOLLY160 - Westernwear-Women,solid cotton womens casual t-shirt - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1299.0,779,40% off,Westernwear-Women,520.0
626,627,allen solly,ALLEN SOLLY161,ALLEN SOLLY161 - Westernwear-Women,solid polyester v-neck womens top - green,"Size:Large,Medium,X-Large",Rs.,8.9,1399,10% off,Westernwear-Women,-1390.1
627,628,allen solly,ALLEN SOLLY162,ALLEN SOLLY162 - Westernwear-Women,solid polyester womens casual jacket - multi,Size:X-Large,Rs.,5999.0,3599,40% off,Westernwear-Women,2400.0
628,629,allen solly,ALLEN SOLLY163,ALLEN SOLLY163 - Westernwear-Women,solid polyester v-neck womens top - off white,Size:X-Small,Rs.,8.9,1599,10% off,Westernwear-Women,-1590.1
629,630,allen solly,ALLEN SOLLY164,ALLEN SOLLY164 - Westernwear-Women,solid cotton round neck womens top - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1999.0,1199,40% off,Westernwear-Women,800.0
630,631,allen solly,ALLEN SOLLY165,ALLEN SOLLY165 - Westernwear-Women,solid viscose regular fit womens jumpsuit - charcoal,"Size:Large,Medium,Small,X-Small",Rs.,3299.0,2639,20% off,Westernwear-Women,660.0
631,632,allen solly,ALLEN SOLLY166,ALLEN SOLLY166 - Westernwear-Women,solid cotton regular fit womens casual pants - red,"Size:26,28,30,32,34,36",Rs.,1599.0,959,40% off,Westernwear-Women,640.0
632,633,allen solly,ALLEN SOLLY167,ALLEN SOLLY167 - Westernwear-Women,textured cotton regular fit womens blazer - maroon,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,3799.0,3039,20% off,Westernwear-Women,760.0
633,634,allen solly,ALLEN SOLLY168,ALLEN SOLLY168 - Westernwear-Women,solid cotton round neck womens t-shirt - yellow,"Size:Large,Medium,Small,X-Small,XX-Large",Rs.,1099.0,659,40% off,Westernwear-Women,440.0
634,635,allen solly,ALLEN SOLLY169,ALLEN SOLLY169 - Westernwear-Women,solid cotton round neck womens t-shirt - off white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1099.0,659,40% off,Westernwear-Women,440.0
635,636,allen solly,ALLEN SOLLY170,ALLEN SOLLY170 - Westernwear-Women,solid viscose regular fit womens trousers - charcoal,"Size:26,28,30,32,34,36",Rs.,1799.0,1439,20% off,Westernwear-Women,360.0
636,637,allen solly,ALLEN SOLLY171,ALLEN SOLLY171 - Westernwear-Women,solid polyester round neck womens top - dark blue,"Size:Large,Medium",Rs.,1499.0,899,40% off,Westernwear-Women,600.0
637,638,allen solly,ALLEN SOLLY172,ALLEN SOLLY172 - Westernwear-Women,printed cotton round neck womens top - black,Size:Large,Rs.,1499.0,899,40% off,Westernwear-Women,600.0
638,639,allen solly,ALLEN SOLLY173,ALLEN SOLLY173 - Westernwear-Women,solid cotton regular neck womens dress - mid blue,"Size:Large,X-Small",Rs.,2499.0,1499,40% off,Westernwear-Women,1000.0
639,640,allen solly,ALLEN SOLLY174,ALLEN SOLLY174 - Westernwear-Women,stripes polyester regular fit womens trousers - black,"Size:26,28,30,32,34,36",Rs.,1999.0,1599,20% off,Westernwear-Women,400.0
640,641,allen solly,ALLEN SOLLY175,ALLEN SOLLY175 - Westernwear-Women,solid regular fit polyester womens formal wear trousers - black,"Size:26,28",Rs.,1899.0,1139,40% off,Westernwear-Women,760.0
641,642,allen solly,ALLEN SOLLY176,ALLEN SOLLY176 - Westernwear-Women,printed polyester regular neck womens top - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1699.0,1019,40% off,Westernwear-Women,680.0
642,643,allen solly,ALLEN SOLLY177,ALLEN SOLLY177 - Westernwear-Women,printed polyester stylized womens top - off white,"Size:Large,Medium,Small,X-Small",Rs.,1499.0,899,40% off,Westernwear-Women,600.0
643,644,allen solly,ALLEN SOLLY178,ALLEN SOLLY178 - Westernwear-Women,solid square neck cotton linen womens regular dress - natural,"Size:Large,Medium",Rs.,2499.0,1499,40% off,Westernwear-Women,1000.0
644,645,allen solly,ALLEN SOLLY179,ALLEN SOLLY179 - Westernwear-Women,checks regular fit polyester blend womens trousers - mid blue,Size:36,Rs.,1899.0,1139,40% off,Westernwear-Women,760.0
645,646,allen solly,ALLEN SOLLY180,ALLEN SOLLY180 - Westernwear-Women,solid polyester regular neck womens dress - off white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,3999.0,2799,30% off,Westernwear-Women,1200.0
646,647,allen solly,ALLEN SOLLY181,ALLEN SOLLY181 - Westernwear-Women,solid regular fit polyester cotton womens formal wear pants - dark green,"Size:28,30,36",Rs.,1999.0,1199,40% off,Westernwear-Women,800.0
647,648,allen solly,ALLEN SOLLY182,ALLEN SOLLY182 - Westernwear-Women,solid rayon regular fit womens casual pants - black,"Size:28,30,32",Rs.,1999.0,1499,25% off,Westernwear-Women,500.0
648,649,allen solly,ALLEN SOLLY183,ALLEN SOLLY183 - Westernwear-Women,solid regular fit rayon womens formal wear trousers - maroon,"Size:28,30,32,34",Rs.,1599.0,959,40% off,Westernwear-Women,640.0
649,650,allen solly,ALLEN SOLLY184,ALLEN SOLLY184 - Westernwear-Women,solid cotton womens protection mask - green,Nan,Rs.,0.9,399,10% off,Westernwear-Women,-398.1
650,651,allen solly,ALLEN SOLLY185,ALLEN SOLLY185 - Westernwear-Women,solid cotton regular fit womens shorts - green,"Size:26,28,30,32,34,36",Rs.,1199.0,799,33% off,Westernwear-Women,400.0
651,652,allen solly,ALLEN SOLLY186,ALLEN SOLLY186 - Westernwear-Women,solid viscose round neck womens knit top - black,Size:Large,Rs.,1299.0,779,40% off,Westernwear-Women,520.0
652,653,allen solly,ALLEN SOLLY187,ALLEN SOLLY187 - Westernwear-Women,solid cotton regular fit womens face mask - pack of 3 - multi,Nan,Rs.,0.9,599,10% off,Westernwear-Women,-598.1
653,654,allen solly,ALLEN SOLLY188,ALLEN SOLLY188 - Westernwear-Women,womens mandarin collar solid shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1499.0,1199,20% off,Westernwear-Women,300.0
654,655,allen solly,ALLEN SOLLY189,ALLEN SOLLY189 - Westernwear-Women,womens round neck solid a-line dress - fuschia,Size:X-Small,Rs.,2299.0,1379,40% off,Westernwear-Women,920.0
655,656,allen solly,ALLEN SOLLY190,ALLEN SOLLY190 - Westernwear-Women,checks polyester regular fit womens blazer - mid blue,"Size:Large,Medium,Small,X-Large",Rs.,3999.0,3199,20% off,Westernwear-Women,800.0
656,657,allen solly,ALLEN SOLLY191,ALLEN SOLLY191 - Westernwear-Women,stripes polyester womens formal wear blazer - black,"Size:Large,XX-Large",Rs.,8.9,3799,10% off,Westernwear-Women,-3790.1
657,658,allen solly,ALLEN SOLLY192,ALLEN SOLLY192 - Westernwear-Women,womens 3 pocket solid trousers - dark blue,"Size:26,30,32,34,36",Rs.,1799.0,1439,20% off,Westernwear-Women,360.0
658,659,allen solly,ALLEN SOLLY193,ALLEN SOLLY193 - Westernwear-Women,solid viscose round neck womens t-shirt - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1699.0,1499,12% off,Westernwear-Women,200.0
659,660,allen solly,ALLEN SOLLY194,ALLEN SOLLY194 - Westernwear-Women,solid round neck cotton womens regular fit dress - pink,Size:Large,Rs.,2499.0,1499,40% off,Westernwear-Women,1000.0
660,661,allen solly,ALLEN SOLLY195,ALLEN SOLLY195 - Westernwear-Women,printed polyester keyhole womens top - navy,Size:X-Small,Rs.,8.9,1499,10% off,Westernwear-Women,-1490.1
661,662,allen solly,ALLEN SOLLY196,ALLEN SOLLY196 - Westernwear-Women,printed regular fit rayon womens formal wear trousers - navy,"Size:26,28,30,32,34,36",Rs.,1799.0,1079,40% off,Westernwear-Women,720.0
662,663,allen solly,ALLEN SOLLY197,ALLEN SOLLY197 - Westernwear-Women,regular fit womens protection face mask - light blue,Nan,Rs.,0.9,599,10% off,Westernwear-Women,-598.1
663,664,allen solly,ALLEN SOLLY198,ALLEN SOLLY198 - Westernwear-Women,solid hood polyester womens sheath dress - pink,Size:Large,Rs.,2499.0,1499,40% off,Westernwear-Women,1000.0
664,665,allen solly,ALLEN SOLLY199,ALLEN SOLLY199 - Westernwear-Women,printed viscose regular neck womens dress - yellow,"Size:Large,Medium,Small",Rs.,1999.0,1499,25% off,Westernwear-Women,500.0
665,666,allen solly,ALLEN SOLLY200,ALLEN SOLLY200 - Westernwear-Women,solid polyester round neck womens top - mid blue,"Size:Large,Small",Rs.,999.0,599,40% off,Westernwear-Women,400.0
666,667,allen solly,ALLEN SOLLY201,ALLEN SOLLY201 - Westernwear-Women,printed rayon round neck womens top - cream,"Size:Large,Medium,Small,X-Large",Rs.,1699.0,1019,40% off,Westernwear-Women,680.0
667,668,allen solly,ALLEN SOLLY202,ALLEN SOLLY202 - Westernwear-Women,printed v-neck cotton womens sheath dress - yellow,"Size:Large,X-Large",Rs.,8.9,2499,10% off,Westernwear-Women,-2490.1
668,669,allen solly,ALLEN SOLLY203,ALLEN SOLLY203 - Westernwear-Women,printed cotton regular fit womens trousers - multi,"Size:26,28,30,32,34,36",Rs.,1599.0,959,40% off,Westernwear-Women,640.0
669,670,allen solly,ALLEN SOLLY204,ALLEN SOLLY204 - Westernwear-Women,solid polyester regular fit womens blazer - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,3999.0,3199,20% off,Westernwear-Women,800.0
670,671,allen solly,ALLEN SOLLY205,ALLEN SOLLY205 - Westernwear-Women,womens collared printed shirt tunic - peach,Size:Large,Rs.,1799.0,1079,40% off,Westernwear-Women,720.0
671,672,allen solly,ALLEN SOLLY206,ALLEN SOLLY206 - Westernwear-Women,womens skinny fit mild distressed jeans - navy,Size:26,Rs.,2199.0,1319,40% off,Westernwear-Women,880.0
672,673,allen solly,ALLEN SOLLY207,ALLEN SOLLY207 - Westernwear-Women,solid round neck rayon womens a line dress - green,Size:Medium,Rs.,8.9,1899,10% off,Westernwear-Women,-1890.1
673,674,allen solly,ALLEN SOLLY208,ALLEN SOLLY208 - Westernwear-Women,printed cotton regular neck womens dress - navy,"Size:Medium,X-Small",Rs.,2299.0,1379,40% off,Westernwear-Women,920.0
674,675,allen solly,ALLEN SOLLY209,ALLEN SOLLY209 - Westernwear-Women,solid polyester round neck womens top - maroon,Size:XX-Large,Rs.,1699.0,1019,40% off,Westernwear-Women,680.0
675,676,allen solly,ALLEN SOLLY210,ALLEN SOLLY210 - Westernwear-Women,textured polyester round neck womens regular top - maroon,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1899.0,1139,40% off,Westernwear-Women,760.0
676,677,allen solly,ALLEN SOLLY211,ALLEN SOLLY211 - Westernwear-Women,womens lapel collar solid formal blazer - grey,"Size:X-Large,XX-Large",Rs.,3799.0,3039,20% off,Westernwear-Women,760.0
677,678,allen solly,ALLEN SOLLY212,ALLEN SOLLY212 - Westernwear-Women,regular fit full length polyester cotton womens jeans - mid blue,Size:30,Rs.,2499.0,1499,40% off,Westernwear-Women,1000.0
678,679,allen solly,ALLEN SOLLY213,ALLEN SOLLY213 - Westernwear-Women,printed cotton round neck womens t-shirt - multi,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,999.0,599,40% off,Westernwear-Women,400.0
679,680,allen solly,ALLEN SOLLY214,ALLEN SOLLY214 - Westernwear-Women,womens reusable protective face mask - pack of 4 - multi,Nan,Rs.,0.9,499,10% off,Westernwear-Women,-498.1
680,681,allen solly,ALLEN SOLLY215,ALLEN SOLLY215 - Westernwear-Women,womens round neck solid flared dress - pink,Size:X-Small,Rs.,2799.0,1679,40% off,Westernwear-Women,1120.0
681,682,allen solly,ALLEN SOLLY216,ALLEN SOLLY216 - Westernwear-Women,solid polyester round neck womens top - light blue,"Size:Medium,XX-Large",Rs.,1699.0,1019,40% off,Westernwear-Women,680.0
682,683,allen solly,ALLEN SOLLY217,ALLEN SOLLY217 - Westernwear-Women,solid polyester regular fit womens trousers - black,"Size:26,28,30,32,34,36",Rs.,1999.0,1199,40% off,Westernwear-Women,800.0
683,684,allen solly,ALLEN SOLLY218,ALLEN SOLLY218 - Westernwear-Women,regular fit full length polyester cotton womens jeans - ltgrey,Size:26,Rs.,1999.0,1199,40% off,Westernwear-Women,800.0
684,685,allen solly,ALLEN SOLLY219,ALLEN SOLLY219 - Westernwear-Women,solid viscose womens top - black,Size:XX-Large,Rs.,1999.0,1199,40% off,Westernwear-Women,800.0
685,686,allen solly,ALLEN SOLLY220,ALLEN SOLLY220 - Westernwear-Women,solid viscose boat neck womens knit top - navy,"Size:Small,X-Large",Rs.,1799.0,1079,40% off,Westernwear-Women,720.0
