,S.No,BrandName,Product ID,Product Name,Brand Desc,Product Size,Currency,MRP,SellPrice,Discount,Category,delta
153,154,aarke,AARKE38,AARKE38 - Indianwear-Women,printed round neck cotton blend womens dress - rust,Size:Medium,Rs.,0.0,2900,10% off,Indianwear-Women,-2900.0
154,155,aarke,AARKE39,AARKE39 - Indianwear-Women,printed cotton blend collar neck womens shirt blouse - yellow,"Size:Large,Medium,Small",Rs.,0.0,1900,10% off,Indianwear-Women,-1900.0
155,156,aarke,AARKE40,AARKE40 - Indianwear-Women,printed mandarin cotton blend womens dress - yellow,"Size:Large,Medium,Small,X-Small",Rs.,0.0,2900,10% off,Indianwear-Women,-2900.0
156,157,aarke,AARKE41,AARKE41 - Indianwear-Women,printed polyester blend collar neck womens shirt blouse - rust,Size:Large,Rs.,0.0,2400,10% off,Indianwear-Women,-2400.0
157,158,aarke,AARKE42,AARKE42 - Indianwear-Women,printed v neck polyester blend womens dress - green,"Size:Small,X-Small",Rs.,0.0,3600,10% off,Indianwear-Women,-3600.0
158,159,aarke,AARKE43,AARKE43 - Indianwear-Women,printed rayon blend collar neck womens shirt blouse - blue,Size:Small,Rs.,0.0,1900,10% off,Indianwear-Women,-1900.0
159,160,aarke,AARKE44,AARKE44 - Indianwear-Women,printed polyester blend collar neck womens shirt blouse - green,Size:Small,Rs.,0.0,2400,10% off,Indianwear-Women,-2400.0
160,161,aarke,AARKE45,AARKE45 - Lingerie&Nightwear-Women,printed polyester blend v neck womens kaftan - rust,"Size:Large,Medium,Small",Rs.,0.0,3600,10% off,Lingerie&Nightwear-Women,-3600.0
161,162,abercrombie & fitch,AF1,AF1 - Fragrance-Women,first instinct eau de parfum - 100ml,Nan,Rs.,5700.0,3990,30% off,Fragrance-Women,1710.0
162,163,abercrombie & fitch,AF2,AF2 - Fragrance-Women,womens first instinct blue eau de parfum - 100ml,Nan,Rs.,5700.0,3990,30% off,Fragrance-Women,1710.0
163,164,abercrombie & fitch,AF3,AF3 - Fragrance-Women,womens first instinct eau de toilette set of 2 - 100ml+15 ml,Nan,Rs.,0.0,5700,10% off,Fragrance-Women,-5700.0
164,165,abercrombie & fitch,AF4,AF4 - Fragrance-Women,womens first instinct sheer eau de parfum 100 ml,Nan,Rs.,4500.0,4050,10% off,Fragrance-Women,450.0
165,166,abercrombie & fitch,AF5,AF5 - Fragrance-Women,womens authentic eau de parfum 100 ml,Nan,Rs.,4900.0,4410,10% off,Fragrance-Women,490.0
166,167,accessorize,AJ1,AJ1 - Jewellery-Women,womens turq teardrop pendant - red,Nan,Rs.,4.5,995,10% off,Jewellery-Women,-990.5
167,168,adidas,ADIDAS1,ADIDAS1 - Westernwear-Women,striped regular fit blended womens sports tights - black,Size:X-Small,Rs.,1799.0,899,50% off,Westernwear-Women,900.0
168,169,adidas,ADIDAS2,ADIDAS2 - Westernwear-Women,stripes regular cotton womens sports wear pants - black,"Size:36,40,48",Rs.,1499.0,1049,30% off,Westernwear-Women,450.0
169,170,adidas,ADIDAS3,ADIDAS3 - Westernwear-Women,solid cotton blend round neck womens regular fit t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1199.0,599,50% off,Westernwear-Women,600.0
170,171,adidas,ADIDAS4,ADIDAS4 - Westernwear-Women,solid slim fit cotton womens casual wear track pants - black,"Size:Medium,Small,X-Large,X-Small",Rs.,1999.0,1399,30% off,Westernwear-Women,600.0
171,172,adidas,ADIDAS5,ADIDAS5 - Westernwear-Women,solid cotton round neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1599.0,799,50% off,Westernwear-Women,800.0
172,173,adidas,ADIDAS6,ADIDAS6 - Westernwear-Women,printed polyester crew neck womens t-shirt - black,"Size:Medium,Small,X-Large,X-Small",Rs.,1499.0,1049,30% off,Westernwear-Women,450.0
173,174,adidas,ADIDAS7,ADIDAS7 - Westernwear-Women,regular fit polyester womens active wear tights - black,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,2799.0,1399,50% off,Westernwear-Women,1400.0
174,175,adidas,ADIDAS8,ADIDAS8 - Westernwear-Women,solid polyester round neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1599.0,799,50% off,Westernwear-Women,800.0
175,176,adidas,ADIDAS9,ADIDAS9 - Westernwear-Women,printed regular fit blended womens active wear tights - navy,"Size:Small,X-Small",Rs.,1999.0,999,50% off,Westernwear-Women,1000.0
176,177,adidas,ADIDAS10,ADIDAS10 - Westernwear-Women,printed regular fit polyester womens sports t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1599.0,799,50% off,Westernwear-Women,800.0
177,178,adidas,ADIDAS11,ADIDAS11 - Westernwear-Women,printed crew neck cotton womens t-shirt - black,"Size:Medium,Small,X-Large,X-Small",Rs.,1799.0,1259,30% off,Westernwear-Women,540.0
178,179,adidas,ADIDAS12,ADIDAS12 - Westernwear-Women,solid regular fit polyester womens active wear shorts - black,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1799.0,1259,30% off,Westernwear-Women,540.0
179,180,adidas,ADIDAS13,ADIDAS13 - Westernwear-Women,solid fitted fit polyester womens track pants - black,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,2699.0,1349,50% off,Westernwear-Women,1350.0
180,181,adidas,ADIDAS14,ADIDAS14 - Westernwear-Women,stripes cotton fitted womens casual tights - grey,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1799.0,1259,30% off,Westernwear-Women,540.0
181,182,adidas,ADIDAS15,ADIDAS15 - Westernwear-Women,solid polyester polo collar womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1499.0,749,50% off,Westernwear-Women,750.0
182,183,adidas,ADIDAS16,ADIDAS16 - Westernwear-Women,regular fit cotton womens active wear tights - black,"Size:Small,X-Small",Rs.,1599.0,799,50% off,Westernwear-Women,800.0
183,184,adidas,ADIDAS17,ADIDAS17 - Westernwear-Women,stripes regular cotton womens sports wear pants - carbon,"Size:32,36,40,44",Rs.,1499.0,1049,30% off,Westernwear-Women,450.0
184,185,adidas,ADIDAS18,ADIDAS18 - Westernwear-Women,stripes slim fit polyester womens athleisure track pants - blue,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,2499.0,1749,30% off,Westernwear-Women,750.0
185,186,adidas,ADIDAS19,ADIDAS19 - Westernwear-Women,printed cotton round neck womens t-shirt - blue,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1299.0,909,30% off,Westernwear-Women,390.0
186,187,adidas,ADIDAS20,ADIDAS20 - Westernwear-Women,stripes cotton crew neck womens t-shirt - mauve,"Size:28,32",Rs.,1999.0,1399,30% off,Westernwear-Women,600.0
187,188,adidas,ADIDAS21,ADIDAS21 - Westernwear-Women,stripes cotton fitted womens casual tights - pink,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1799.0,1259,30% off,Westernwear-Women,540.0
188,189,adidas,ADIDAS22,ADIDAS22 - Westernwear-Women,printed polyester crew neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,2299.0,1609,30% off,Westernwear-Women,690.0
189,190,adidas,ADIDAS23,ADIDAS23 - Westernwear-Women,stripes crew neck polyester womens t-shirt - black,"Size:Large,Medium,Small,X-Small",Rs.,1399.0,979,30% off,Westernwear-Women,420.0
190,191,adidas,ADIDAS24,ADIDAS24 - Westernwear-Women,striped fitted fit polyester womens track pants - black,"Size:X-Large,XX-Large,XXX-Large",Rs.,2499.0,1249,50% off,Westernwear-Women,1250.0
191,192,adidas,ADIDAS25,ADIDAS25 - Westernwear-Women,printed tight fit polyester womens track pants - navy,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,2499.0,1249,50% off,Westernwear-Women,1250.0
192,193,adidas,ADIDAS26,ADIDAS26 - Westernwear-Women,printed polyester crew neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1499.0,1049,30% off,Westernwear-Women,450.0
193,194,adidas,ADIDAS27,ADIDAS27 - Westernwear-Women,striped slim fit polyester womens shorts - grey,Size:X-Large,Rs.,1799.0,899,50% off,Westernwear-Women,900.0
194,195,adidas,ADIDAS28,ADIDAS28 - Westernwear-Women,solid regular fit blended womens active wear tights - black,"Size:Large,Medium,Small,X-Small",Rs.,2499.0,1249,50% off,Westernwear-Women,1250.0
195,196,adidas,ADIDAS29,ADIDAS29 - Westernwear-Women,printed crew neck cotton womens t-shirt - green,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1799.0,1259,30% off,Westernwear-Women,540.0
196,197,adidas,ADIDAS30,ADIDAS30 - Westernwear-Women,solid regular fit polyester womens active wear shorts - red,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1799.0,899,50% off,Westernwear-Women,900.0
197,198,adidas,ADIDAS31,ADIDAS31 - Westernwear-Women,solid polyester round neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Small",Rs.,1599.0,1119,30% off,Westernwear-Women,480.0
198,199,adidas,ADIDAS32,ADIDAS32 - Westernwear-Women,printed cotton crew neck womens t-shirt - lemon,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,2499.0,1749,30% off,Westernwear-Women,750.0
199,200,adidas,ADIDAS33,ADIDAS33 - Westernwear-Women,fitted polyester womens casual shorts - red,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1799.0,1259,30% off,Westernwear-Women,540.0
200,201,adidas,ADIDAS34,ADIDAS34 - Westernwear-Women,striped cotton round neck womens dress - purple,"Size:74,80,86,92,98,104",Rs.,2299.0,1149,50% off,Westernwear-Women,1150.0
201,202,adidas,ADIDAS35,ADIDAS35 - Westernwear-Women,printed polyester fitted womens casual tights - black,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,3299.0,2309,30% off,Westernwear-Women,990.0
202,203,adidas,ADIDAS36,ADIDAS36 - Westernwear-Women,striped polyester round neck womens t-shirt - black,"Size:Large,Medium,X-Large",Rs.,2999.0,1499,50% off,Westernwear-Women,1500.0
203,204,adidas,ADIDAS37,ADIDAS37 - Westernwear-Women,printed cotton round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1499.0,1049,30% off,Westernwear-Women,450.0
204,205,adidas,ADIDAS38,ADIDAS38 - Westernwear-Women,regular fit polyester womens casual shorts - black,"Size:Large,Medium,X-Large",Rs.,2699.0,1889,30% off,Westernwear-Women,810.0
205,206,adidas,ADIDAS39,ADIDAS39 - Westernwear-Women,regular fit polyester womens casual shorts - black,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1799.0,1259,30% off,Westernwear-Women,540.0
206,207,adidas,ADIDAS40,ADIDAS40 - Westernwear-Women,solid cotton round neck womens t-shirt - blue,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1599.0,799,50% off,Westernwear-Women,800.0
207,208,adidas,ADIDAS41,ADIDAS41 - Westernwear-Women,printed cotton crew neck womens t-shirt - black,Size:28,Rs.,1999.0,1399,30% off,Westernwear-Women,600.0
208,209,adidas,ADIDAS42,ADIDAS42 - Westernwear-Women,regular fit regular length polyester blend womens leggings - black,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,3999.0,1999,50% off,Westernwear-Women,2000.0
209,210,adidas,ADIDAS43,ADIDAS43 - Westernwear-Women,solid fitted fit polyester womens tights - black,"Size:Medium,Small,X-Large,X-Small",Rs.,1999.0,999,50% off,Westernwear-Women,1000.0
210,211,adidas,ADIDAS44,ADIDAS44 - Westernwear-Women,printed regular polyester womens sports wear pants - legend blue,"Size:36,40,44",Rs.,1799.0,1259,30% off,Westernwear-Women,540.0
211,212,adidas,ADIDAS45,ADIDAS45 - Westernwear-Women,printed polyester crew neck womens t-shirt - mauve,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,2299.0,1609,30% off,Westernwear-Women,690.0
212,213,adidas,ADIDAS46,ADIDAS46 - Westernwear-Women,printed polyester crew neck womens top - purple,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1799.0,1259,30% off,Westernwear-Women,540.0
213,214,adidas,ADIDAS47,ADIDAS47 - Westernwear-Women,fitted polyester womens casual shorts - navy,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1799.0,1259,30% off,Westernwear-Women,540.0
214,215,adidas,ADIDAS48,ADIDAS48 - Westernwear-Women,solid polyester crew neck womens t-shirt - burgundy,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,2699.0,1889,30% off,Westernwear-Women,810.0
215,216,adidas,ADIDAS49,ADIDAS49 - Westernwear-Women,printed cotton crew neck womens t-shirt - rust,"Size:28,32,36,40",Rs.,1999.0,1399,30% off,Westernwear-Women,600.0
216,217,adidas,ADIDAS50,ADIDAS50 - Westernwear-Women,printed cotton round neck womens t-shirt - black,"Size:Large,Medium,Small",Rs.,1199.0,839,30% off,Westernwear-Women,360.0
217,218,adidas,ADIDAS51,ADIDAS51 - Westernwear-Women,solid polyester round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large",Rs.,1799.0,899,50% off,Westernwear-Women,900.0
218,219,adidas,ADIDAS52,ADIDAS52 - Westernwear-Women,striped slim fit polyester womens tights - pink,"Size:104,110,116,128,140,SIZE_164,SIZE_170",Rs.,1999.0,999,50% off,Westernwear-Women,1000.0
219,220,adidas,ADIDAS53,ADIDAS53 - Westernwear-Women,stripes crew neck polyester womens t-shirt - grey,"Size:Large,Medium,Small,X-Small",Rs.,1399.0,979,30% off,Westernwear-Women,420.0
220,221,adidas,ADIDAS54,ADIDAS54 - Westernwear-Women,stripes polyester fitted womens casual tights - black,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,3799.0,2659,30% off,Westernwear-Women,1140.0
221,222,adidas,ADIDAS55,ADIDAS55 - Westernwear-Women,solid polyester round neck womens t-shirt - red,"Size:Large,Medium,Small,X-Small",Rs.,1599.0,1119,30% off,Westernwear-Women,480.0
222,223,adidas,ADIDAS56,ADIDAS56 - Westernwear-Women,solid tight fit polyester womens tights - black,"Size:Large,Medium,X-Large,X-Small",Rs.,3299.0,1649,50% off,Westernwear-Women,1650.0
223,224,adidas,ADIDAS57,ADIDAS57 - Westernwear-Women,solid blended round neck womens t-shirt - grey,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,2999.0,1499,50% off,Westernwear-Women,1500.0
224,225,adidas,ADIDAS58,ADIDAS58 - Westernwear-Women,printed regular fit polyester womens active wear tights - pink,"Size:Small,X-Small",Rs.,2499.0,1249,50% off,Westernwear-Women,1250.0
225,226,adidas,ADIDAS59,ADIDAS59 - Westernwear-Women,solid crew neck polyester womens t-shirt - purple,"Size:Large,Medium,Small,X-Small",Rs.,2299.0,1609,30% off,Westernwear-Women,690.0
226,227,adidas,ADIDAS60,ADIDAS60 - Westernwear-Women,striped regular fit polyester womens track pants - black,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,3299.0,2309,30% off,Westernwear-Women,990.0
227,228,adidas,ADIDAS61,ADIDAS61 - Westernwear-Women,solid regular fit polyester womens skirt - black,"Size:Large,Medium,Small,X-Small",Rs.,2499.0,1249,50% off,Westernwear-Women,1250.0
228,229,adidas,ADIDAS62,ADIDAS62 - Westernwear-Women,stripes polyester slim fit womens casual pants - black,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,2699.0,1889,30% off,Westernwear-Women,810.0
229,230,adidas,ADIDAS63,ADIDAS63 - Westernwear-Women,printed crew neck polyester womens t-shirt - green,"Size:Large,Medium,Small",Rs.,1799.0,1259,30% off,Westernwear-Women,540.0
230,231,adidas,ADIDAS64,ADIDAS64 - Westernwear-Women,cotton round neck womens t-shirt - white,"Size:110,116,128,140,SIZE_152,SIZE_164,SIZE_170",Rs.,1199.0,599,50% off,Westernwear-Women,600.0
231,232,adidas,ADIDAS65,ADIDAS65 - Westernwear-Women,striped cotton round neck womens t-shirt - white,"Size:92,98,104,110,116,122,128,134",Rs.,1999.0,999,50% off,Westernwear-Women,1000.0
232,233,adidas,ADIDAS66,ADIDAS66 - Westernwear-Women,printed cotton round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1599.0,1119,30% off,Westernwear-Women,480.0
233,234,adidas,ADIDAS67,ADIDAS67 - Westernwear-Women,stripes slim fit cotton womens casual wear track pants - red,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1799.0,1259,30% off,Westernwear-Women,540.0
234,235,adidas,ADIDAS68,ADIDAS68 - Westernwear-Women,printed cotton round neck womens t-shirt - white,"Size:Large,Small,X-Large,X-Small",Rs.,1399.0,979,30% off,Westernwear-Women,420.0
235,236,adidas,ADIDAS69,ADIDAS69 - Westernwear-Women,printed cotton round neck womens t-shirt - white,"Size:Large,Medium,X-Large",Rs.,8.9,1499,10% off,Westernwear-Women,-1490.1
236,237,adidas,ADIDAS70,ADIDAS70 - Westernwear-Women,printed cotton round neck womens t-shirt - orange,"Size:Large,Medium,Small,X-Large",Rs.,1999.0,1399,30% off,Westernwear-Women,600.0
237,238,adidas,ADIDAS71,ADIDAS71 - Westernwear-Women,printed cotton round neck womens t-shirt - white,"Size:104,110,116,128,140",Rs.,1799.0,899,50% off,Westernwear-Women,900.0
238,239,adidas,ADIDAS72,ADIDAS72 - Westernwear-Women,stripes cotton regular fit womens tights - grey,"Size:110,116,128,140",Rs.,2699.0,1889,30% off,Westernwear-Women,810.0
239,240,adidas,ADIDAS73,ADIDAS73 - Westernwear-Women,printed cotton skinny fit womens tights - multi,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,3299.0,2309,30% off,Westernwear-Women,990.0
240,241,adidas,ADIDAS74,ADIDAS74 - Westernwear-Women,printed fitted fit polyester womens tights - white,"Size:128,140,SIZE_152,SIZE_164",Rs.,2999.0,1499,50% off,Westernwear-Women,1500.0
241,242,adidas,ADIDAS75,ADIDAS75 - Westernwear-Women,stripes polyester slim fit womens pants - black,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,2499.0,1249,50% off,Westernwear-Women,1250.0
242,243,adidas,ADIDAS76,ADIDAS76 - Westernwear-Women,printed polyester v neck womens t-shirt - carbon,"Size:128,140",Rs.,1799.0,1259,30% off,Westernwear-Women,540.0
243,244,adidas,ADIDAS77,ADIDAS77 - Westernwear-Women,stripes slim cotton womens casual wear pants - grey,"Size:Large,Medium,Small,X-Large",Rs.,2799.0,1959,30% off,Westernwear-Women,840.0
244,245,adidas,ADIDAS78,ADIDAS78 - Westernwear-Women,printed cotton round neck womens t-shirt - green,"Size:Medium,X-Small",Rs.,1199.0,839,30% off,Westernwear-Women,360.0
245,246,adidas,ADIDAS79,ADIDAS79 - Westernwear-Women,printed cotton regular fit womens tights - mauve,"Size:128,140",Rs.,2799.0,1959,30% off,Westernwear-Women,840.0
246,247,adidas,ADIDAS80,ADIDAS80 - Westernwear-Women,printed polyester crew neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1999.0,1399,30% off,Westernwear-Women,600.0
247,248,adidas,ADIDAS81,ADIDAS81 - Westernwear-Women,solid fitted fit polyester womens track pants - black,"Size:X-Large,XX-Large,XXX-Large",Rs.,2699.0,1889,30% off,Westernwear-Women,810.0
248,249,adidas,ADIDAS82,ADIDAS82 - Westernwear-Women,solid polyester round neck womens t-shirt - purple,Size:Small,Rs.,1599.0,1119,30% off,Westernwear-Women,480.0
249,250,adidas,ADIDAS83,ADIDAS83 - Westernwear-Women,printed regular fit polyester womens track pants - red,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,2999.0,2099,30% off,Westernwear-Women,900.0
250,251,adidas,ADIDAS84,ADIDAS84 - Westernwear-Women,printed polyester fitted womens casual tights - grey,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,3299.0,2309,30% off,Westernwear-Women,990.0
251,252,adidas,ADIDAS85,ADIDAS85 - Westernwear-Women,printed nylon round neck womens dress - black,"Size:116,128,140,SIZE_152,SIZE_164",Rs.,1999.0,999,50% off,Westernwear-Women,1000.0
252,253,adidas,ADIDAS86,ADIDAS86 - Westernwear-Women,printed cotton fitted womens casual tights - blue,"Size:Large,Medium,X-Small",Rs.,1799.0,1259,30% off,Westernwear-Women,540.0
253,254,adidas,ADIDAS87,ADIDAS87 - Westernwear-Women,solid polyester fitted womens casual tights - navy,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,4299.0,3009,30% off,Westernwear-Women,1290.0
254,255,adidas,ADIDAS88,ADIDAS88 - Westernwear-Women,cotton round neck womens t-shirt - pink,"Size:110,116,128,140,SIZE_152,SIZE_164,SIZE_170",Rs.,1199.0,599,50% off,Westernwear-Women,600.0
255,256,adidas,ADIDAS89,ADIDAS89 - Westernwear-Women,printed crew neck polyester womens t-shirt - burgundy,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,2299.0,1609,30% off,Westernwear-Women,690.0
256,257,adidas,ADIDAS90,ADIDAS90 - Westernwear-Women,solid polyester round neck womens t-shirt - purple,Size:Large,Rs.,2299.0,1609,30% off,Westernwear-Women,690.0
257,258,adidas,ADIDAS91,ADIDAS91 - Westernwear-Women,printed polyester fitted womens casual tights - blue,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,2799.0,1959,30% off,Westernwear-Women,840.0
